"","Tanggal","Jumlah.Pengunjung"
"1145",2019-02-18,560
"1146",2019-02-19,760
"1147",2019-02-20,870
"1148",2019-02-21,879
"1149",2019-02-22,965
"1150",2019-02-23,705
"1151",2019-02-24,980
"1152",2019-02-25,870
"1153",2019-02-26,967
"1154",2019-02-27,604
"1155",2019-02-28,980
"1156",2019-03-01,670
"1157",2019-03-02,780
"1158",2019-03-03,650
"1159",2019-03-04,980
"1160",2019-03-05,768
"1161",2019-03-06,459
"1162",2019-03-07,564
"1163",2019-03-08,987
"1164",2019-03-09,609
"1165",2019-03-10,437
"1166",2019-03-11,854
"1167",2019-03-12,758
"1168",2019-03-13,979
"1169",2019-03-14,1084
"1170",2019-03-15,567
"1171",2019-03-16,329
"1172",2019-03-17,109
"1173",2019-03-18,560
"1174",2019-03-19,321
"1175",2019-03-20,409
"1176",2019-03-21,300
"1177",2019-03-22,698
"1178",2019-03-23,598
"1179",2019-03-24,324
"1180",2019-03-25,790
"1181",2019-03-26,549
"1182",2019-03-27,980
"1183",2019-03-28,657
"1184",2019-03-29,245
"1185",2019-03-30,500
"1186",2019-03-31,578
"1187",2019-04-01,417
"1188",2019-04-02,704
"1189",2019-04-03,759
"1190",2019-04-04,804
"1191",2019-04-05,670
"1192",2019-04-06,921
"1193",2019-04-07,659
"1194",2019-04-08,785
"1195",2019-04-09,987
"1196",2019-04-10,724
"1197",2019-04-11,890
"1198",2019-04-12,1029
"1199",2019-04-13,450
"1200",2019-04-14,870
"1201",2019-04-15,905
"1202",2019-04-16,697
"1203",2019-04-17,379
"1204",2019-04-18,569
"1205",2019-04-19,650
"1206",2019-04-20,889
"1207",2019-04-21,709
"1208",2019-04-22,430
"1209",2019-04-23,697
"1210",2019-04-24,659
"1211",2019-04-25,870
"1212",2019-04-26,340
"1213",2019-04-27,456
"1214",2019-04-28,869
"1215",2019-04-29,650
"1216",2019-04-30,906
"1217",2019-05-01,458
"1218",2019-05-02,357
"1219",2019-05-03,409
"1220",2019-05-04,321
"1221",2019-05-05,549
"1222",2019-05-06,609
"1223",2019-05-07,490
"1224",2019-05-08,543
"1225",2019-05-09,632
"1226",2019-05-10,546
"1227",2019-05-11,309
"1228",2019-05-12,243
"1229",2019-05-13,679
"1230",2019-05-14,543
"1231",2019-05-15,206
"1232",2019-05-16,290
"1233",2019-05-17,340
"1234",2019-05-18,309
"1235",2019-05-19,408
"1236",2019-05-20,309
"1237",2019-05-21,347
"1238",2019-05-22,516
"1239",2019-05-23,653
"1240",2019-05-24,459
"1241",2019-05-25,320
"1242",2019-05-26,689
"1243",2019-05-27,407
"1244",2019-05-28,269
"1245",2019-05-29,309
"1246",2019-05-30,364
"1247",2019-05-31,210
"1248",2019-06-01,659
"1249",2019-06-02,325
"1250",2019-06-03,209
"1251",2019-06-04,280
"1252",2019-06-05,460
"1253",2019-06-06,604
"1254",2019-06-07,487
"1255",2019-06-08,541
"1256",2019-06-09,621
"1257",2019-06-10,569
"1258",2019-06-11,298
"1259",2019-06-12,209
"1260",2019-06-13,600
"1261",2019-06-14,521
"1262",2019-06-15,108
"1263",2019-06-16,259
"1264",2019-06-17,350
"1265",2019-06-18,321
"1266",2019-06-19,406
"1267",2019-06-20,370
"1268",2019-06-21,345
"1269",2019-06-22,516
"1270",2019-06-23,468
"1271",2019-06-24,650
"1272",2019-06-25,389
"1273",2019-06-26,429
"1274",2019-06-27,685
"1275",2019-06-28,309
"1276",2019-06-29,278
"1277",2019-06-30,346
"1278",2019-07-01,580
"1279",2019-07-02,578
"1280",2019-07-03,605
"1281",2019-07-04,764
"1282",2019-07-05,896
"1283",2019-07-06,705
"1284",2019-07-07,921
"1285",2019-07-08,231
"1286",2019-07-09,106
"1287",2019-07-10,432
"1288",2019-07-11,805
"1289",2019-07-12,332
"1290",2019-07-13,631
"1291",2019-07-14,1035
"1292",2019-07-15,215
"1293",2019-07-16,578
"1294",2019-07-17,795
"1295",2019-07-18,829
"1296",2019-07-19,302
"1297",2019-07-20,211
"1298",2019-07-21,601
"1299",2019-07-22,682
"1300",2019-07-23,279
"1301",2019-07-24,642
"1302",2019-07-25,784
"1303",2019-07-26,425
"1304",2019-07-27,742
"1305",2019-07-28,236
"1306",2019-07-29,731
"1307",2019-07-30,642
"1308",2019-07-31,733
"1309",2019-08-01,533
"1310",2019-08-02,1133
"1311",2019-08-03,1003
"1312",2019-08-04,983
"1313",2019-08-05,601
"1314",2019-08-06,422
"1315",2019-08-07,460
"1316",2019-08-08,256
"1317",2019-08-09,353
"1318",2019-08-10,702
"1319",2019-08-11,517
"1320",2019-08-12,604
"1321",2019-08-13,502
"1322",2019-08-14,479
"1323",2019-08-15,591
"1324",2019-08-16,839
"1325",2019-08-17,703
"1326",2019-08-18,790
"1327",2019-08-19,1012
"1328",2019-08-20,823
"1329",2019-08-21,540
"1330",2019-08-22,401
"1331",2019-08-23,405
"1332",2019-08-24,653
"1333",2019-08-25,697
"1334",2019-08-26,401
"1335",2019-08-27,704
"1336",2019-08-28,802
"1337",2019-08-29,923
"1338",2019-08-30,824
"1339",2019-08-31,926
"1340",2019-09-01,635
"1341",2019-09-02,521
"1342",2019-09-03,650
"1343",2019-09-04,980
"1344",2019-09-05,768
"1345",2019-09-06,459
"1346",2019-09-07,564
"1347",2019-09-08,800
"1348",2019-09-09,578
"1349",2019-09-10,437
"1350",2019-09-11,734
"1351",2019-09-12,758
"1352",2019-09-13,879
"1353",2019-09-14,502
"1354",2019-09-15,402
"1355",2019-09-16,329
"1356",2019-09-17,109
"1357",2019-09-18,560
"1358",2019-09-19,321
"1359",2019-09-20,424
"1360",2019-09-21,214
"1361",2019-09-22,400
"1362",2019-09-23,689
"1363",2019-09-24,353
"1364",2019-09-25,790
"1365",2019-09-26,549
"1366",2019-09-27,809
"1367",2019-09-28,635
"1368",2019-09-29,245
"1369",2019-09-30,500
"1370",2019-10-01,400
"1371",2019-10-02,365
"1372",2019-10-03,123
"1373",2019-10-04,280
"1374",2019-10-05,231
"1375",2019-10-06,604
"1376",2019-10-07,487
"1377",2019-10-08,312
"1378",2019-10-09,621
"1379",2019-10-10,391
"1380",2019-10-11,298
"1381",2019-10-12,423
"1382",2019-10-13,953
"1383",2019-10-14,834
"1384",2019-10-15,631
"1385",2019-10-16,531
"1386",2019-10-17,735
"1387",2019-10-18,632
"1388",2019-10-19,803
"1389",2019-10-20,932
"1390",2019-10-21,345
"1391",2019-10-22,531
"1392",2019-10-23,655
"1393",2019-10-24,673
"1394",2019-10-25,724
"1395",2019-10-26,429
"1396",2019-10-27,421
"1397",2019-10-28,902
"1398",2019-10-29,534
"1399",2019-10-30,423
"1400",2019-10-31,642
"1401",2019-11-01,542
"1402",2019-11-02,534
"1403",2019-11-03,321
"1404",2019-11-04,421
"1405",2019-11-05,663
"1406",2019-11-06,502
"1407",2019-11-07,321
"1408",2019-11-08,242
"1409",2019-11-09,441
"1410",2019-11-10,391
"1411",2019-11-11,298
"1412",2019-11-12,722
"1413",2019-11-13,878
"1414",2019-11-14,931
"1415",2019-11-15,894
"1416",2019-11-16,924
"1417",2019-11-17,893
"1418",2019-11-18,632
"1419",2019-11-19,402
"1420",2019-11-20,701
"1421",2019-11-21,742
"1422",2019-11-22,531
"1423",2019-11-23,655
"1424",2019-11-24,673
"1425",2019-11-25,724
"1426",2019-11-26,429
"1427",2019-11-27,421
"1428",2019-11-28,902
"1429",2019-11-29,534
"1430",2019-11-30,536
"1431",2019-12-01,536
"1432",2019-12-02,863
"1433",2019-12-03,445
"1434",2019-12-04,421
"1435",2019-12-05,522
"1436",2019-12-06,532
"1437",2019-12-07,424
"1438",2019-12-08,423
"1439",2019-12-09,523
"1440",2019-12-10,452
"1441",2019-12-11,232
"1442",2019-12-12,724
"1443",2019-12-13,872
"1444",2019-12-14,732
"1445",2019-12-15,632
"1446",2019-12-16,953
"1447",2019-12-17,924
"1448",2019-12-18,640
"1449",2019-12-19,534
"1450",2019-12-20,834
"1451",2019-12-21,733
"1452",2019-12-22,615
"1453",2019-12-23,753
"1454",2019-12-24,563
"1455",2019-12-25,753
"1456",2019-12-26,633
"1457",2019-12-27,632
"1458",2019-12-28,913
"1459",2019-12-29,425
"1460",2019-12-30,523
"1461",2019-12-31,672
"1462",2020-01-01,606
"1463",2020-01-02,789
"1464",2020-01-03,722
"1465",2020-01-04,453
"1466",2020-01-05,352
"1467",2020-01-06,524
"1468",2020-01-07,321
"1469",2020-01-08,242
"1470",2020-01-09,653
"1471",2020-01-10,422
"1472",2020-01-11,521
"1473",2020-01-12,842
"1474",2020-01-13,912
"1475",2020-01-14,811
"1476",2020-01-15,633
"1477",2020-01-16,911
"1478",2020-01-17,731
"1479",2020-01-18,312
"1480",2020-01-19,932
"1481",2020-01-20,622
"1482",2020-01-21,821
"1483",2020-01-22,521
"1484",2020-01-23,921
"1485",2020-01-24,833
"1486",2020-01-25,912
"1487",2020-01-26,931
"1488",2020-01-27,1002
"1489",2020-01-28,421
"1490",2020-01-29,566
"1491",2020-01-30,532
"1492",2020-01-31,949
"1493",2020-02-01,821
"1494",2020-02-02,321
"1495",2020-02-03,413
"1496",2020-02-04,231
"1497",2020-02-05,234
"1498",2020-02-06,522
"1499",2020-02-07,465
"1500",2020-02-08,500
"1501",2020-02-09,653
"1502",2020-02-10,124
"1503",2020-02-11,765
"1504",2020-02-12,456
"1505",2020-02-13,123
"1506",2020-02-14,345
"1507",2020-02-15,123
"1508",2020-02-16,323
"1509",2020-02-17,212
"1510",2020-02-18,312
"1511",2020-02-19,325
"1512",2020-02-20,244
"1513",2020-02-21,423
"1514",2020-02-22,405
"1515",2020-02-23,532
"1516",2020-02-24,423
"1517",2020-02-25,351
"1518",2020-02-26,245
"1519",2020-02-27,413
"1520",2020-02-28,543
"1521",2020-02-29,242
"1522",2020-03-01,942
"1523",2020-03-02,411
"1524",2020-03-03,412
"1525",2020-03-04,342
"1526",2020-03-05,422
"1527",2020-03-06,621
"1528",2020-03-07,521
"1529",2020-03-08,563
"1530",2020-03-09,200
"1531",2020-03-10,339
"1532",2020-03-11,124
"1533",2020-03-12,200
"1534",2020-03-13,102
"1535",2020-03-14,142
"1536",2020-03-15,102
"1537",2020-03-16,132
"1538",2020-03-17,231
"1539",2020-03-18,142
"1540",2020-03-19,122
"1541",2020-03-20,102
"1542",2020-03-21,202
"1543",2020-03-22,212
"1544",2020-03-23,312
"1545",2020-03-24,200
"1546",2020-03-25,231
"1547",2020-03-26,100
"1548",2020-03-27,53
"1549",2020-03-28,12
"1550",2020-03-29,42
"1551",2020-03-30,21
"1552",2020-03-31,0
"1553",2020-04-01,0
"1554",2020-04-02,0
"1555",2020-04-03,23
"1556",2020-04-04,24
"1557",2020-04-05,6
"1558",2020-04-06,6
"1559",2020-04-07,0
"1560",2020-04-08,0
"1561",2020-04-09,0
"1562",2020-04-10,0
"1563",2020-04-11,0
"1564",2020-04-12,0
"1565",2020-04-13,0
"1566",2020-04-14,0
"1567",2020-04-15,0
"1568",2020-04-16,0
"1569",2020-04-17,0
"1570",2020-04-18,0
"1571",2020-04-19,0
"1572",2020-04-20,0
"1573",2020-04-21,0
"1574",2020-04-22,0
"1575",2020-04-23,0
"1576",2020-04-24,0
"1577",2020-04-25,0
"1578",2020-04-26,0
"1579",2020-04-27,0
"1580",2020-04-28,0
"1581",2020-04-29,0
"1582",2020-04-30,0
"1583",2020-05-01,0
"1584",2020-05-02,0
"1585",2020-05-03,0
"1586",2020-05-04,0
"1587",2020-05-05,0
"1588",2020-05-06,0
"1589",2020-05-07,0
"1590",2020-05-08,0
"1591",2020-05-09,0
"1592",2020-05-10,0
"1593",2020-05-11,0
"1594",2020-05-12,0
"1595",2020-05-13,0
"1596",2020-05-14,0
"1597",2020-05-15,0
"1598",2020-05-16,0
"1599",2020-05-17,0
"1600",2020-05-18,0
"1601",2020-05-19,0
"1602",2020-05-20,0
"1603",2020-05-21,0
"1604",2020-05-22,0
"1605",2020-05-23,0
"1606",2020-05-24,0
"1607",2020-05-25,0
"1608",2020-05-26,0
"1609",2020-05-27,0
"1610",2020-05-28,0
"1611",2020-05-29,0
"1612",2020-05-30,3
"1613",2020-05-31,24
"1614",2020-06-01,5
"1615",2020-06-02,15
"1616",2020-06-03,0
"1617",2020-06-04,0
"1618",2020-06-05,0
"1619",2020-06-06,0
"1620",2020-06-07,0
"1621",2020-06-08,0
"1622",2020-06-09,6
"1623",2020-06-10,4
"1624",2020-06-11,2
"1625",2020-06-12,5
"1626",2020-06-13,6
"1627",2020-06-14,0
"1628",2020-06-15,0
"1629",2020-06-16,0
"1630",2020-06-17,0
"1631",2020-06-18,0
"1632",2020-06-19,13
"1633",2020-06-20,7
"1634",2020-06-21,3
"1635",2020-06-22,0
"1636",2020-06-23,5
"1637",2020-06-24,3
"1638",2020-06-25,9
"1639",2020-06-26,0
"1640",2020-06-27,12
"1641",2020-06-28,16
"1642",2020-06-29,33
"1643",2020-06-30,4
"1644",2020-07-01,22
"1645",2020-07-02,12
"1646",2020-07-03,12
"1647",2020-07-04,0
"1648",2020-07-05,0
"1649",2020-07-06,0
"1650",2020-07-07,0
"1651",2020-07-08,6
"1652",2020-07-09,4
"1653",2020-07-10,2
"1654",2020-07-11,5
"1655",2020-07-12,6
"1656",2020-07-13,0
"1657",2020-07-14,0
"1658",2020-07-15,0
"1659",2020-07-16,0
"1660",2020-07-17,0
"1661",2020-07-18,13
"1662",2020-07-19,7
"1663",2020-07-20,3
"1664",2020-07-21,0
"1665",2020-07-22,5
"1666",2020-07-23,3
"1667",2020-07-24,9
"1668",2020-07-25,6
"1669",2020-07-26,12
"1670",2020-07-27,16
"1671",2020-07-28,13
"1672",2020-07-29,4
"1673",2020-07-30,22
"1674",2020-07-31,12
"1675",2020-08-01,33
"1676",2020-08-02,0
"1677",2020-08-03,14
"1678",2020-08-04,23
"1679",2020-08-05,0
"1680",2020-08-06,0
"1681",2020-08-07,0
"1682",2020-08-08,2
"1683",2020-08-09,0
"1684",2020-08-10,4
"1685",2020-08-11,0
"1686",2020-08-12,0
"1687",2020-08-13,21
"1688",2020-08-14,12
"1689",2020-08-15,0
"1690",2020-08-16,0
"1691",2020-08-17,0
"1692",2020-08-18,0
"1693",2020-08-19,0
"1694",2020-08-20,11
"1695",2020-08-21,0
"1696",2020-08-22,4
"1697",2020-08-23,1
"1698",2020-08-24,0
"1699",2020-08-25,0
"1700",2020-08-26,0
"1701",2020-08-27,0
"1702",2020-08-28,0
"1703",2020-08-29,0
"1704",2020-08-30,0
"1705",2020-08-31,1
"1706",2020-09-01,0
"1707",2020-09-02,0
"1708",2020-09-03,0
"1709",2020-09-04,0
"1710",2020-09-05,4
"1711",2020-09-06,1
"1712",2020-09-07,0
"1713",2020-09-08,0
"1714",2020-09-09,9
"1715",2020-09-10,17
"1716",2020-09-11,23
"1717",2020-09-12,12
"1718",2020-09-13,9
"1719",2020-09-14,0
"1720",2020-09-15,5
"1721",2020-09-16,0
"1722",2020-09-17,0
"1723",2020-09-18,12
"1724",2020-09-19,15
"1725",2020-09-20,5
"1726",2020-09-21,0
"1727",2020-09-22,0
"1728",2020-09-23,0
"1729",2020-09-24,13
"1730",2020-09-25,17
"1731",2020-09-26,0
"1732",2020-09-27,0
"1733",2020-09-28,2
"1734",2020-09-29,3
"1735",2020-09-30,5
"1736",2020-10-01,0
"1737",2020-10-02,0
"1738",2020-10-03,0
"1739",2020-10-04,0
"1740",2020-10-05,0
"1741",2020-10-06,26
"1742",2020-10-07,32
"1743",2020-10-08,34
"1744",2020-10-09,12
"1745",2020-10-10,29
"1746",2020-10-11,16
"1747",2020-10-12,53
"1748",2020-10-13,41
"1749",2020-10-14,82
"1750",2020-10-15,50
"1751",2020-10-16,41
"1752",2020-10-17,0
"1753",2020-10-18,62
"1754",2020-10-19,51
"1755",2020-10-20,78
"1756",2020-10-21,64
"1757",2020-10-22,29
"1758",2020-10-23,51
"1759",2020-10-24,0
"1760",2020-10-25,0
"1761",2020-10-26,46
"1762",2020-10-27,51
"1763",2020-10-28,3
"1764",2020-10-29,61
"1765",2020-10-30,59
"1766",2020-10-31,42
"1767",2020-11-01,31
"1768",2020-11-02,29
"1769",2020-11-03,27
"1770",2020-11-04,34
"1771",2020-11-05,21
"1772",2020-11-06,13
"1773",2020-11-07,24
"1774",2020-11-08,15
"1775",2020-11-09,29
"1776",2020-11-10,25
"1777",2020-11-11,40
"1778",2020-11-12,34
"1779",2020-11-13,21
"1780",2020-11-14,31
"1781",2020-11-15,41
"1782",2020-11-16,25
"1783",2020-11-17,42
"1784",2020-11-18,23
"1785",2020-11-19,37
"1786",2020-11-20,41
"1787",2020-11-21,59
"1788",2020-11-22,51
"1789",2020-11-23,48
"1790",2020-11-24,25
"1791",2020-11-25,28
"1792",2020-11-26,49
"1793",2020-11-27,71
"1794",2020-11-28,68
"1795",2020-11-29,57
"1796",2020-11-30,80
"1797",2020-12-01,10
"1798",2020-12-02,24
"1799",2020-12-03,30
"1800",2020-12-04,26
"1801",2020-12-05,31
"1802",2020-12-06,15
"1803",2020-12-07,29
"1804",2020-12-08,17
"1805",2020-12-09,20
"1806",2020-12-10,21
"1807",2020-12-11,51
"1808",2020-12-12,40
"1809",2020-12-13,29
"1810",2020-12-14,28
"1811",2020-12-15,31
"1812",2020-12-16,20
"1813",2020-12-17,31
"1814",2020-12-18,27
"1815",2020-12-19,38
"1816",2020-12-20,50
"1817",2020-12-21,41
"1818",2020-12-22,50
"1819",2020-12-23,39
"1820",2020-12-24,31
"1821",2020-12-25,35
"1822",2020-12-26,41
"1823",2020-12-27,56
"1824",2020-12-28,31
"1825",2020-12-29,47
"1826",2020-12-30,42
"1827",2020-12-31,38
"1828",2021-01-01,51
"1829",2021-01-02,27
"1830",2021-01-03,39
"1831",2021-01-04,20
"1832",2021-01-05,42
"1833",2021-01-06,34
"1834",2021-01-07,23
"1835",2021-01-08,17
"1836",2021-01-09,13
"1837",2021-01-10,26
"1838",2021-01-11,31
"1839",2021-01-12,47
"1840",2021-01-13,34
"1841",2021-01-14,30
"1842",2021-01-15,23
"1843",2021-01-16,19
"1844",2021-01-17,28
"1845",2021-01-18,53
"1846",2021-01-19,67
"1847",2021-01-20,24
"1848",2021-01-21,35
"1849",2021-01-22,17
"1850",2021-01-23,23
"1851",2021-01-24,15
"1852",2021-01-25,29
"1853",2021-01-26,21
"1854",2021-01-27,17
"1855",2021-01-28,31
"1856",2021-01-29,24
"1857",2021-01-30,19
"1858",2021-01-31,41
"1859",2021-02-01,39
"1860",2021-02-02,51
"1861",2021-02-03,37
"1862",2021-02-04,46
"1863",2021-02-05,37
"1864",2021-02-06,25
"1865",2021-02-07,47
"1866",2021-02-08,38
"1867",2021-02-09,21
"1868",2021-02-10,33
"1869",2021-02-11,20
"1870",2021-02-12,27
"1871",2021-02-13,35
"1872",2021-02-14,43
"1873",2021-02-15,29
"1874",2021-02-16,34
"1875",2021-02-17,46
"1876",2021-02-18,30
"1877",2021-02-19,17
"1878",2021-02-20,38
"1879",2021-02-21,22
"1880",2021-02-22,57
"1881",2021-02-23,44
"1882",2021-02-24,63
"1883",2021-02-25,20
"1884",2021-02-26,39
"1885",2021-02-27,50
"1886",2021-02-28,35
"1887",2021-03-01,36
"1888",2021-03-02,55
"1889",2021-03-03,21
"1890",2021-03-04,32
"1891",2021-03-05,24
"1892",2021-03-06,19
"1893",2021-03-07,35
"1894",2021-03-08,29
"1895",2021-03-09,54
"1896",2021-03-10,42
"1897",2021-03-11,27
"1898",2021-03-12,37
"1899",2021-03-13,21
"1900",2021-03-14,32
"1901",2021-03-15,35
"1902",2021-03-16,51
"1903",2021-03-17,26
"1904",2021-03-18,33
"1905",2021-03-19,21
"1906",2021-03-20,38
"1907",2021-03-21,22
"1908",2021-03-22,34
"1909",2021-03-23,39
"1910",2021-03-24,27
"1911",2021-03-25,34
"1912",2021-03-26,27
"1913",2021-03-27,27
"1914",2021-03-28,32
"1915",2021-03-29,41
"1916",2021-03-30,20
"1917",2021-03-31,36
"1918",2021-04-01,29
"1919",2021-04-02,32
"1920",2021-04-03,47
"1921",2021-04-04,24
"1922",2021-04-05,17
"1923",2021-04-06,30
"1924",2021-04-07,52
"1925",2021-04-08,47
"1926",2021-04-09,36
"1927",2021-04-10,31
"1928",2021-04-11,25
"1929",2021-04-12,19
"1930",2021-04-13,15
"1931",2021-04-14,17
"1932",2021-04-15,28
"1933",2021-04-16,37
"1934",2021-04-17,25
"1935",2021-04-18,35
"1936",2021-04-19,29
"1937",2021-04-20,37
"1938",2021-04-21,28
"1939",2021-04-22,32
"1940",2021-04-23,41
"1941",2021-04-24,46
"1942",2021-04-25,37
"1943",2021-04-26,49
"1944",2021-04-27,52
"1945",2021-04-28,36
"1946",2021-04-29,51
"1947",2021-04-30,64
"1948",2021-05-01,28
"1949",2021-05-02,19
"1950",2021-05-03,7
"1951",2021-05-04,11
"1952",2021-05-05,3
"1953",2021-05-06,7
"1954",2021-05-07,10
"1955",2021-05-08,13
"1956",2021-05-09,15
"1957",2021-05-10,10
"1958",2021-05-11,17
"1959",2021-05-12,11
"1960",2021-05-13,19
"1961",2021-05-14,25
"1962",2021-05-15,13
"1963",2021-05-16,12
"1964",2021-05-17,15
"1965",2021-05-18,10
"1966",2021-05-19,9
"1967",2021-05-20,12
"1968",2021-05-21,12
"1969",2021-05-22,20
"1970",2021-05-23,14
"1971",2021-05-24,19
"1972",2021-05-25,16
"1973",2021-05-26,13
"1974",2021-05-27,19
"1975",2021-05-28,23
"1976",2021-05-29,17
"1977",2021-05-30,7
"1978",2021-05-31,3
"1979",2021-06-01,14
"1980",2021-06-02,29
"1981",2021-06-03,38
"1982",2021-06-04,47
"1983",2021-06-05,56
"1984",2021-06-06,53
"1985",2021-06-07,47
"1986",2021-06-08,48
"1987",2021-06-09,40
"1988",2021-06-10,32
"1989",2021-06-11,28
"1990",2021-06-12,31
"1991",2021-06-13,29
"1992",2021-06-14,25
"1993",2021-06-15,35
"1994",2021-06-16,26
"1995",2021-06-17,37
"1996",2021-06-18,31
"1997",2021-06-19,35
"1998",2021-06-20,31
"1999",2021-06-21,23
"2000",2021-06-22,27
"2001",2021-06-23,35
"2002",2021-06-24,27
"2003",2021-06-25,38
"2004",2021-06-26,29
"2005",2021-06-27,34
"2006",2021-06-28,26
"2007",2021-06-29,29
"2008",2021-06-30,34
"2009",2021-07-01,39
"2010",2021-07-02,28
"2011",2021-07-03,27
"2012",2021-07-04,36
"2013",2021-07-05,27
"2014",2021-07-06,25
"2015",2021-07-07,40
"2016",2021-07-08,31
"2017",2021-07-09,28
"2018",2021-07-10,39
"2019",2021-07-11,44
"2020",2021-07-12,34
"2021",2021-07-13,25
"2022",2021-07-14,39
"2023",2021-07-15,34
"2024",2021-07-16,35
"2025",2021-07-17,31
"2026",2021-07-18,27
"2027",2021-07-19,19
"2028",2021-07-20,29
"2029",2021-07-21,29
"2030",2021-07-22,33
"2031",2021-07-23,31
"2032",2021-07-24,49
"2033",2021-07-25,37
"2034",2021-07-26,44
"2035",2021-07-27,23
"2036",2021-07-28,35
"2037",2021-07-29,47
"2038",2021-07-30,57
"2039",2021-07-31,49
"2040",2021-08-01,32
"2041",2021-08-02,49
"2042",2021-08-03,12
"2043",2021-08-04,9
"2044",2021-08-05,23
"2045",2021-08-06,30
"2046",2021-08-07,19
"2047",2021-08-08,11
"2048",2021-08-09,24
"2049",2021-08-10,31
"2050",2021-08-11,56
"2051",2021-08-12,43
"2052",2021-08-13,57
"2053",2021-08-14,24
"2054",2021-08-15,31
"2055",2021-08-16,46
"2056",2021-08-17,52
"2057",2021-08-18,30
"2058",2021-08-19,45
"2059",2021-08-20,43
"2060",2021-08-21,34
"2061",2021-08-22,26
"2062",2021-08-23,39
"2063",2021-08-24,21
"2064",2021-08-25,41
"2065",2021-08-26,34
"2066",2021-08-27,29
"2067",2021-08-28,47
"2068",2021-08-29,37
"2069",2021-08-30,41
"2070",2021-08-31,39
"2071",2021-09-01,46
"2072",2021-09-02,59
"2073",2021-09-03,35
"2074",2021-09-04,41
"2075",2021-09-05,27
"2076",2021-09-06,35
"2077",2021-09-07,17
"2078",2021-09-08,29
"2079",2021-09-09,21
"2080",2021-09-10,36
"2081",2021-09-11,22
"2082",2021-09-12,15
"2083",2021-09-13,39
"2084",2021-09-14,51
"2085",2021-09-15,43
"2086",2021-09-16,39
"2087",2021-09-17,36
"2088",2021-09-18,46
"2089",2021-09-19,43
"2090",2021-09-20,37
"2091",2021-09-21,30
"2092",2021-09-22,31
"2093",2021-09-23,35
"2094",2021-09-24,34
"2095",2021-09-25,27
"2096",2021-09-26,31
"2097",2021-09-27,36
"2098",2021-09-28,21
"2099",2021-09-29,42
"2100",2021-09-30,36
"2101",2021-10-01,47
"2102",2021-10-02,31
"2103",2021-10-03,47
"2104",2021-10-04,38
"2105",2021-10-05,29
"2106",2021-10-06,31
"2107",2021-10-07,28
"2108",2021-10-08,34
"2109",2021-10-09,29
"2110",2021-10-10,26
"2111",2021-10-11,30
"2112",2021-10-12,33
"2113",2021-10-13,39
"2114",2021-10-14,29
"2115",2021-10-15,37
"2116",2021-10-16,43
"2117",2021-10-17,31
"2118",2021-10-18,30
"2119",2021-10-19,37
"2120",2021-10-20,31
"2121",2021-10-21,29
"2122",2021-10-22,36
"2123",2021-10-23,37
"2124",2021-10-24,40
"2125",2021-10-25,24
"2126",2021-10-26,38
"2127",2021-10-27,32
"2128",2021-10-28,28
"2129",2021-10-29,37
"2130",2021-10-30,19
"2131",2021-10-31,27
"2132",2021-11-01,34
"2133",2021-11-02,31
"2134",2021-11-03,36
"2135",2021-11-04,40
"2136",2021-11-05,39
"2137",2021-11-06,28
"2138",2021-11-07,37
"2139",2021-11-08,41
"2140",2021-11-09,37
"2141",2021-11-10,31
"2142",2021-11-11,28
"2143",2021-11-12,29
"2144",2021-11-13,35
"2145",2021-11-14,41
"2146",2021-11-15,20
"2147",2021-11-16,36
"2148",2021-11-17,25
"2149",2021-11-18,19
"2150",2021-11-19,30
"2151",2021-11-20,47
"2152",2021-11-21,29
"2153",2021-11-22,32
"2154",2021-11-23,26
"2155",2021-11-24,30
"2156",2021-11-25,45
"2157",2021-11-26,59
"2158",2021-11-27,35
"2159",2021-11-28,46
"2160",2021-11-29,29
"2161",2021-11-30,17
"2162",2021-12-01,34
"2163",2021-12-02,41
"2164",2021-12-03,27
"2165",2021-12-04,36
"2166",2021-12-05,20
"2167",2021-12-06,19
"2168",2021-12-07,54
"2169",2021-12-08,47
"2170",2021-12-09,36
"2171",2021-12-10,59
"2172",2021-12-11,31
"2173",2021-12-12,54
"2174",2021-12-13,43
"2175",2021-12-14,31
"2176",2021-12-15,28
"2177",2021-12-16,25
"2178",2021-12-17,39
"2179",2021-12-18,27
"2180",2021-12-19,54
"2181",2021-12-20,41
"2182",2021-12-21,32
"2183",2021-12-22,28
"2184",2021-12-23,30
"2185",2021-12-24,21
"2186",2021-12-25,39
"2187",2021-12-26,31
"2188",2021-12-27,24
"2189",2021-12-28,34
"2190",2021-12-29,41
"2191",2021-12-30,29
"2192",2021-12-31,31
"2193",2022-01-01,32.1399775304186
"2194",2022-01-02,32.2656789475656
"2195",2022-01-03,32.3754507667758
"2196",2022-01-04,32.4834660828313
"2197",2022-01-05,32.5899474896724
"2198",2022-01-06,32.694919531997
"2199",2022-01-07,32.7984036440632
"2200",2022-01-08,32.9004209171506
"2201",2022-01-09,33.0009921430248
"2202",2022-01-10,33.10013781873
"2203",2022-01-11,33.1978781507742
"2204",2022-01-12,33.2942330592477
"2205",2022-01-13,33.3892221818828
"2206",2022-01-14,33.4828648780559
"2207",2022-01-15,33.5751802327336
"2208",2022-01-16,33.6661870603617
"2209",2022-01-17,33.7559039087002
"2210",2022-01-18,33.8443490626033
